GeneName,d0_siRNA,dm_siRNA,dm_NC,dm_PPARG,ins_siRNA,ins_NC,ins_PPARG
Gm9836,=,=,=,=,=,=,=
Gm9843,-,=,=,=,-,=,=
Gm9844,=,=,=,=,-,=,=
Gm9864,=,=,=,=,+,=,=
Gm9869,=,=,-,=,=,=,=
Gm9885,=,=,=,=,-,=,=
Gm9887,=,-,=,=,-,=,=
Gm9889,=,-,-,-,-,=,=
Gm9908,=,=,-,=,=,=,=
Gm9913,=,-,=,+,-,=,=
Gm9920,=,=,=,=,+,=,=
Gm9922,=,=,=,=,-,=,+
Gm9923,=,=,=,=,-,=,=
Gm9929,=,=,=,-,-,-,=
Gm9938,=,=,=,=,=,=,=
Gm9949,=,=,-,=,+,+,+
Gm9951,=,=,=,=,+,+,=
Gm9959,=,=,=,-,-,+,+
Gm996,=,=,=,-,-,=,=
Gm9967,=,=,=,=,=,=,=
Gm9987,=,=,-,-,-,=,=
Gmcl1,=,=,=,=,=,=,=
Gmds,=,=,-,=,-,=,=
Gmeb1,=,=,=,=,-,=,=
Gmeb2,=,=,-,=,=,=,=
Gmfb,=,=,=,=,=,=,=
Gmfg,=,=,=,=,+,+,=
Gmip,=,=,-,-,=,=,=
Gmnn,=,=,+,+,=,=,=
Gmppa,=,=,=,=,=,=,=
Gmppb,=,=,=,+,=,=,=
Gmpr,=,=,=,-,=,+,+
Gmpr2,=,=,=,=,+,=,=
Gmps,=,=,+,=,=,=,=
Gna11,=,=,=,=,=,=,=
Gna12,=,=,=,=,=,=,=
Gna13,=,=,=,=,=,=,=
Gnai2,=,=,-,=,-,=,=
Gnai3,=,=,=,=,=,=,=
Gnao1,=,-,=,+,-,=,-
Gnaq,=,=,=,=,=,=,=
Gnas,=,=,=,=,=,=,+
Gnat2,=,=,-,=,=,=,+
Gnb1,=,=,=,=,=,=,=
Gnb1l,=,=,=,=,-,=,=
Gnb2,=,=,=,=,=,=,=
Gnb4,=,=,-,=,-,=,=
Gnb5,+,=,=,=,+,+,=
Gne,=,=,=,=,=,+,=
Gng10,=,=,=,=,-,-,=
Gng12,=,+,=,=,+,+,=
Gng2,=,+,=,=,+,+,+
Gng5,=,=,=,=,=,=,=
Gng7,-,=,=,=,-,=,=
Gng8,-,-,-,-,-,=,+
Gnl1,=,=,=,=,-,=,=
Gnl2,=,=,=,=,=,-,=
Gnl3,=,+,+,=,=,-,=
Gnl3l,=,=,+,=,=,-,=
Gnpat,=,=,=,=,+,+,=
Gnpda1,=,=,=,=,=,=,=
Gnpda2,=,=,=,=,=,=,=
Gnpnat1,=,=,=,=,+,=,=
Gnptab,=,=,+,+,+,=,=
Gnptg,=,=,=,=,-,=,=
Gnrh1,=,+,+,=,=,=,=
Gns,=,=,=,=,=,=,=
Golga1,=,=,=,=,=,=,=
Golga2,=,=,=,=,=,=,=
Golga3,=,=,=,=,=,=,=
Golga4,=,=,=,=,=,=,=
Golga5,=,=,=,=,=,=,=
Golga7,=,=,=,=,=,=,=
Golgb1,=,=,=,=,=,=,=
Golim4,=,=,=,=,=,=,=
Golm1,=,=,=,+,-,-,=
Golph3,=,=,=,=,=,=,=
Golph3l,=,=,=,=,=,+,=
Golt1b,=,=,=,+,=,-,=
Gon4l,=,=,=,=,=,=,=
Gon7,=,=,=,=,+,=,=
Gopc,=,=,=,=,+,=,-
Gorab,=,-,=,=,=,=,=
Gorasp1,=,=,=,=,=,=,=
Gorasp2,=,=,=,=,=,=,=
Gosr1,=,=,=,=,=,=,=
Gosr2,=,=,=,=,=,=,=
Got1,+,=,+,+,=,=,=
Got2,=,=,=,=,=,=,=
Gp1bb,=,-,=,=,-,=,=
Gpaa1,=,=,+,+,=,=,=
Gpalpp1,=,=,=,=,=,=,=
Gpam,=,+,=,=,+,+,=
Gpank1,=,=,=,=,=,=,=
Gpat3,+,+,=,-,+,+,+
Gpat4,=,=,+,+,+,=,=
Gpatch1,=,=,=,=,=,=,=
Gpatch11,=,=,=,+,+,+,=
Gpatch2,=,=,=,=,=,=,=
Gpatch2l,=,=,=,=,=,=,=
Gpatch3,=,=,=,=,=,=,=
Gpatch4,=,+,+,=,=,=,=
Gpatch8,=,=,=,=,=,=,=
Gpbp1,=,=,=,=,=,=,=
Gpbp1l1,=,=,=,=,=,=,=
Gpc1,+,=,=,+,-,-,=
Gpc4,=,=,-,-,=,+,+
Gpc6,-,-,=,=,-,=,=
Gpcpd1,=,=,+,+,+,+,=
Gpd1,+,+,-,-,+,+,+
Gpd1l,=,+,=,=,+,=,=
Gpd2,=,=,=,=,=,=,=
Gper1,=,+,=,-,-,+,+
Gphn,=,=,=,=,+,+,=
Gpi1,=,=,=,=,+,+,=
Gpkow,=,=,=,=,=,=,=
Gpm6b,-,=,=,=,-,=,=
Gpn1,=,=,=,=,=,-,=
Gpn2,=,=,+,=,=,=,=
Gpn3,=,=,=,+,=,=,=
Gpr107,=,=,=,=,=,=,=
Gpr108,=,=,=,=,=,=,=
Gpr137,=,=,=,=,=,=,=
Gpr137b,=,=,=,=,=,=,=
Gpr137b-ps,=,=,=,=,=,=,=
Gpr146,=,=,-,-,+,+,=
Gpr153,-,=,=,=,-,=,=
Gpr155,=,=,+,+,+,=,=
Gpr157,=,=,=,=,+,+,=
Gpr161,=,=,-,-,-,=,=
Gpr162,=,-,-,=,-,=,=
Gpr173,=,-,-,-,-,=,=
Gpr176,=,=,-,-,-,=,+
Gpr180,=,=,+,+,=,=,=
Gpr19,=,=,=,=,=,=,=
Gpr27,=,=,-,-,-,-,+
Gpr35,=,=,=,=,-,=,=
Gpr39,=,-,-,-,-,+,+
Gpr63,=,=,=,=,=,=,=
Gpr89,=,=,=,=,+,=,=
Gprasp1,=,=,=,=,-,=,=
Gprasp2,=,-,=,=,-,=,=
Gprc5a,=,+,+,=,=,=,=
Gprc5b,+,=,+,+,+,=,=
Gprc5c,+,=,=,=,=,+,=
Gprin3,=,-,-,-,-,=,+
Gps1,=,=,=,=,=,=,=
Gps2,=,-,-,=,-,=,=
Gpsm1,=,=,-,-,-,-,=
Gpsm2,=,=,-,-,-,=,+
Gpt,=,+,=,=,+,+,+
Gpt2,+,+,+,+,+,+,=
Gpx1,=,=,=,=,+,=,=
Gpx4,=,=,=,=,+,+,=
Gpx7,=,-,-,=,-,=,+
Gpx8,-,-,-,-,-,+,+
Gramd1a,=,=,=,=,+,+,=
Gramd1b,=,+,=,=,+,+,=
Gramd1c,=,=,-,-,-,=,+
Gramd3,=,=,=,=,+,+,=
Gramd4,=,=,=,=,=,=,=
Grasp,=,=,+,+,-,-,=
Grb10,=,=,=,=,-,+,+
Grb14,+,+,-,-,+,+,+
Grb2,=,=,=,=,+,+,=
Grcc10,=,=,-,-,=,+,+
Greb1l,=,=,=,=,=,=,=
Grhl1,+,+,+,=,+,+,=
Grhpr,=,=,=,=,+,+,=
Gria3,=,-,-,=,-,=,=
Grik2,=,=,+,+,-,=,=
Grik5,=,=,-,-,=,=,=
Grina,=,=,-,=,+,+,=
Grip2,=,-,=,=,=,=,=
Gripap1,=,=,=,=,=,=,=
Grk2,=,=,=,=,=,=,=
Grk4,=,=,=,-,=,=,=
Grk5,=,=,+,+,+,+,=
Grk6,=,=,=,=,=,=,=
Grn,=,-,-,-,=,+,=
Grpel1,=,=,=,=,+,+,=
Grpel2,=,=,=,=,+,=,=
Grsf1,=,=,=,=,+,+,=
Grtp1,=,=,=,=,+,+,=
Grwd1,=,=,=,=,=,-,=
Gsap,=,=,-,-,+,+,=
Gsdmd,=,-,-,-,-,=,=
Gse1,=,=,=,=,-,=,=
Gsk3a,=,=,=,=,=,=,=
Gsk3b,=,=,=,=,=,=,=
Gskip,=,=,=,=,+,=,=
Gsn,=,=,=,=,=,+,=
Gspt1,=,=,+,=,=,=,=
Gspt2,=,=,=,=,=,=,=
Gsr,=,=,+,+,+,=,=
Gss,=,=,+,=,+,+,=
Gsta1,=,=,+,+,=,=,=
Gsta2,=,=,=,=,+,+,+
Gsta3,=,=,=,=,+,+,=
Gsta4,=,=,-,-,=,+,+
Gstcd,=,=,+,+,-,-,=
Gstm1,=,-,-,-,=,+,=
Gstm2,=,-,-,-,=,+,=
Gstm4,=,-,=,=,-,=,=
Gstm5,=,-,-,=,-,=,=
Gstm7,=,=,-,=,+,+,=
Gsto1,=,+,+,=,+,+,=
Gsto2,=,=,=,=,=,+,=
Gstp1,=,=,=,=,=,=,=
Gstt1,-,-,-,-,-,+,+
Gstt2,=,=,-,=,+,+,=
Gstt3,=,=,-,=,+,+,=
Gstt4,=,+,=,=,+,+,+
Gstz1,+,+,-,-,+,+,+
Gt(ROSA)26Sor,=,=,=,=,=,=,=
Gtdc1,=,=,=,=,=,=,=
Gtf2a1,=,=,=,=,=,=,=
Gtf2a2,=,=,=,=,=,=,=
Gtf2b,=,=,=,=,=,=,=
Gtf2e1,=,=,=,=,-,=,=
Gtf2e2,=,=,+,+,=,=,=
Gtf2f1,=,=,=,=,=,=,=
Gtf2f2,=,=,+,+,=,=,=
Gtf2h1,=,=,=,=,=,=,=
Gtf2h2,=,=,=,=,=,=,=
Gtf2h3,=,=,=,=,=,=,=
Gtf2h4,=,=,=,=,=,=,=
Gtf2h5,=,=,+,=,+,+,=
Gtf2i,=,=,=,=,=,=,=
Gtf2ird1,=,=,=,=,-,=,=
Gtf2ird2,=,=,=,-,-,=,=
Gtf3a,=,=,=,=,=,=,=
Gtf3c1,=,=,=,=,=,=,=
Gtf3c2,=,=,=,=,=,=,=
Gtf3c3,=,=,=,=,=,=,=
Gtf3c4,=,=,=,=,=,=,=
Gtf3c5,=,=,=,=,=,=,=
Gtf3c6,=,=,=,=,=,=,=
Gtpbp1,=,=,=,=,=,=,=
Gtpbp10,=,=,=,=,=,=,=
Gtpbp2,=,=,=,=,=,+,=
Gtpbp3,=,=,=,=,=,=,=
Gtpbp4,=,+,+,+,+,=,=
Gtpbp6,=,=,=,-,=,=,=
Gtpbp8,=,=,=,=,+,=,=
Gtse1,=,=,+,=,-,=,=
Gucd1,=,=,=,=,+,+,=
Guf1,=,=,=,=,=,=,=
Guk1,=,=,=,=,=,=,=
Gulp1,=,-,-,=,-,=,=
Gusb,=,=,=,+,-,=,=
Gxylt1,=,-,+,+,-,-,-
Gxylt2,=,=,-,=,-,=,=
Gyg,=,=,=,-,+,+,+
Gypc,=,=,=,=,+,=,=
Gys1,+,=,=,+,+,+,=
Gzf1,=,=,-,-,=,=,=
Gzme,=,=,-,=,-,=,+
H13,=,=,=,=,=,=,=
H19,-,=,=,=,-,=,+
H1f0,=,=,=,=,=,=,=
H1fx,=,-,=,=,-,=,=
H2-Bl,=,=,=,=,+,=,=
H2-D1,=,=,-,-,+,=,-
H2-DMa,=,=,=,=,-,=,=
H2-DMb1,=,=,-,-,-,+,+
H2-DMb2,=,=,-,-,-,+,+
H2-K1,+,=,-,-,+,=,-
H2-K2,+,=,-,-,+,=,=
H2-Ke6,=,=,=,=,+,+,=
H2-M3,=,-,-,-,-,=,=
H2-Q1,=,=,-,-,+,=,-
H2-Q4,+,=,-,-,+,+,=
H2-Q5,=,=,-,-,+,=,=
H2-Q6,=,=,-,=,+,=,=
H2-Q7,=,=,-,=,=,=,=
H2-T-ps,=,=,-,-,=,=,=
H2-T10,=,-,-,-,-,=,=
H2-T22,+,=,-,-,=,+,=
H2-T23,=,=,-,-,=,=,=
H2-T24,=,=,-,-,=,=,=
H2afj,=,=,+,+,+,+,=
H2afv,=,-,=,=,-,=,=
H2afx,=,=,+,+,-,=,=
H2afy,=,=,=,=,=,=,=
H2afy2,=,-,-,=,-,=,=
H2afz,=,=,+,+,-,=,=
H3f3a,=,=,=,=,=,=,=
H3f3a-ps2,=,=,=,=,=,=,=
H3f3aos,=,=,=,=,=,=,=
H3f3b,=,=,=,=,-,=,=
H6pd,=,=,=,=,+,=,=
Habp4,=,=,=,=,=,=,=
Hacd1,=,=,=,=,=,+,+
Hacd2,=,+,+,+,+,+,=
Hacd3,=,=,+,=,=,=,=
Hacd4,-,-,-,-,-,=,=
Hace1,=,=,=,=,=,=,=
Hacl1,=,=,=,-,+,+,=
Hadh,=,=,=,=,+,+,=
Hadha,=,=,=,=,+,+,=
Hadhb,=,=,=,=,+,+,=
Hagh,=,+,=,=,+,+,=
Haghl,=,-,=,=,-,=,=
Hal,=,=,=,=,+,+,=
Hap1,=,=,=,=,=,=,=
Hapln1,=,=,=,=,-,=,+
Hapln4,=,=,+,+,=,=,=
Harbi1,=,=,=,=,=,=,=
Hars,=,=,+,+,=,=,=
Hars2,=,=,=,=,=,=,=
Has2,+,=,=,=,=,=,=
Has2os,=,=,=,+,+,+,=
Haspin,=,=,+,+,-,=,=
Hat1,=,=,+,+,-,-,=
Haus1,=,=,+,=,-,=,=
Haus2,=,=,=,=,=,=,=
Haus3,=,=,+,+,=,=,=
Haus4,=,=,=,=,-,=,=
Haus5,=,=,+,+,-,=,=
Haus6,=,=,+,+,-,-,=
Haus7,=,=,=,=,=,+,=
Haus8,=,=,=,=,-,=,=
Hax1,=,=,=,=,=,=,=
Hbegf,=,=,=,=,-,=,=
Hbp1,=,=,-,-,=,+,=
Hbs1l,=,=,=,=,=,=,=
Hcar1,+,+,=,=,+,+,+
Hcar2,+,+,=,=,+,+,=
Hccs,=,=,=,=,=,=,=
Hcfc1,=,=,=,=,=,=,=
Hcfc1r1,=,=,-,-,=,+,+
Hcfc2,=,=,=,=,=,=,=
Hcls1,+,+,=,=,+,+,=
Hcn2,=,=,=,=,-,=,=
Hcn3,-,=,=,-,-,-,=
Hdac1,=,=,=,=,=,=,=
Hdac10,=,=,=,=,=,=,=
Hdac11,=,=,-,-,-,=,=
Hdac2,=,=,=,=,=,=,=
Hdac3,=,=,=,=,=,=,=
Hdac4,=,=,+,+,+,=,-
Hdac5,=,-,-,-,=,+,+
Hdac6,=,=,=,=,=,=,=
Hdac7,=,-,-,-,-,=,=
Hdac8,=,=,=,=,-,=,=
Hdac9,+,=,-,-,+,+,+
Hddc2,=,=,=,=,=,=,=
Hddc3,=,=,=,=,=,=,=
Hdgf,=,=,=,=,=,=,=
Hdgfl2,=,=,=,=,-,-,=
Hdgfl3,=,=,-,-,-,=,=
Hdhd2,=,=,=,=,=,=,=
Hdhd3,+,=,+,+,+,+,=
Hdhd5,=,=,=,=,=,=,=
Hdlbp,=,=,+,+,=,=,=
Heatr1,=,=,+,=,=,-,=
Heatr3,=,=,+,=,=,=,=
Heatr5a,=,=,=,=,-,=,=
Heatr5b,=,=,=,+,+,=,=
Heatr6,=,-,=,=,-,=,=
Hebp1,+,=,-,-,+,+,+
Hebp2,=,-,-,-,-,=,+
Heca,=,=,-,-,=,=,=
Hectd1,=,=,=,=,=,=,=
Hectd2,=,+,=,=,-,-,+
Hectd3,=,=,=,=,+,+,=
Hectd4,=,=,=,=,=,=,=
Heg1,=,=,=,=,=,=,=
Helb,=,=,=,=,-,=,=
Hells,=,=,+,+,-,-,=
Helq,=,=,=,=,=,=,=
Helz,=,=,=,=,=,=,=
Helz2,+,=,-,-,=,=,=
Hemk1,=,-,=,=,-,=,-
Herc1,=,=,=,=,=,=,=
Herc2,=,=,+,+,=,-,=
Herc3,+,+,-,-,+,+,=
Herc4,=,=,=,=,=,=,=
Herc6,+,=,-,-,+,=,=
Herpud1,=,=,-,-,=,+,=
Herpud2,=,=,=,=,=,=,=
Hes1,=,+,+,-,+,=,=
Hes6,=,=,=,=,=,=,=
Hexa,=,=,-,=,-,=,+
Hexb,=,-,-,-,-,=,=
Hexdc,=,=,-,-,+,+,=
Hexim1,=,=,=,=,+,+,=
Hexim2,=,=,-,-,=,+,+
Hfe,=,=,-,-,=,+,=
Hgd,=,=,=,=,+,+,=
Hgf,=,-,=,=,-,=,=
Hgh1,=,+,=,=,=,=,=
Hgs,=,=,=,=,=,=,=
Hgsnat,=,=,=,=,+,=,=
Hhat,=,=,-,-,=,=,=
Hibadh,=,=,=,=,+,+,=
Hibch,+,=,+,+,+,+,=
Hic1,=,=,-,-,-,=,=
Hic2,=,=,=,=,-,=,=
Hid1,=,=,=,=,-,+,+
Hif1a,=,=,=,=,=,=,=
Hif1an,=,=,=,=,=,=,=
Higd1a,=,=,+,+,=,=,=
Higd2a,=,=,=,=,=,=,=
Hikeshi,=,=,=,=,=,=,=
Hilpda,=,+,=,=,=,=,=
Hinfp,=,=,=,=,=,=,=
Hint1,=,=,=,=,=,=,=
Hint2,=,=,=,=,+,+,=
Hint3,=,=,=,=,+,+,=
Hip1,=,=,=,=,=,=,+
Hip1r,=,=,+,+,=,=,=
Hipk1,=,=,=,=,+,+,=
Hipk2,+,+,=,=,+,+,=
Hipk3,=,=,=,=,=,=,=
Hipk4,=,=,-,-,-,=,+
Hira,=,=,=,=,=,=,=
Hirip3,=,=,+,+,-,=,=
Hist1h1c,+,+,=,=,+,+,=
Hist1h1d,+,+,=,=,+,+,=
Hist1h1e,+,+,=,=,+,+,=
Hist1h2ab,=,=,=,=,+,+,=
Hist1h2ac,=,=,=,=,+,+,=
Hist1h2ad,=,+,=,=,+,+,=
Hist1h2ae,=,=,=,=,+,+,=
Hist1h2ag,=,=,=,=,=,+,=
Hist1h2ai,=,=,=,=,=,=,=
Hist1h2ak,=,=,=,=,=,+,=
Hist1h2ao,=,=,+,=,+,+,+
Hist1h2ap,=,=,=,=,=,+,=
Hist1h2bb,=,=,=,=,+,+,=
Hist1h2bc,+,+,=,=,+,+,=
Hist1h2be,=,=,=,=,+,+,=
Hist1h2bf,=,+,=,=,+,+,=
Hist1h2bg,=,=,=,+,+,=,=
Hist1h2bh,=,=,=,=,+,=,=
Hist1h2bj,=,=,+,=,+,+,=
Hist1h2bk,=,=,=,+,+,=,=
Hist1h2bl,=,=,=,=,+,+,=
Hist1h2bn,=,=,+,=,=,=,=
Hist1h2bq,+,+,=,=,+,+,=
Hist1h2br,+,+,=,=,+,+,=
Hist1h3b,=,=,=,=,+,+,=
Hist1h3c,=,=,=,+,+,+,=
Hist1h3d,=,=,=,+,+,+,=
Hist1h3e,=,=,=,=,+,+,=
Hist1h3g,=,=,+,=,+,=,=
Hist1h3h,=,=,=,=,=,=,=
Hist1h3i,=,=,=,=,+,=,=
Hist1h4a,=,=,=,=,+,+,=
Hist1h4b,=,=,=,=,+,+,=
Hist1h4c,=,=,=,=,+,+,=
Hist1h4d,=,+,=,+,+,+,=
Hist1h4h,=,+,=,=,+,+,=
Hist1h4i,+,+,+,+,+,=,=
Hist1h4j,=,=,=,=,=,=,=
Hist1h4k,=,=,+,+,+,=,=
Hist1h4n,+,+,+,=,+,+,=
Hist2h2aa1,=,=,=,=,+,+,=
Hist2h2aa2,=,=,=,=,+,+,=
Hist2h2be,=,=,-,=,=,+,=
Hist2h3c2,=,=,=,=,+,+,=
Hist2h4,=,=,=,=,+,=,=
Hist3h2a,=,-,-,=,-,=,=
Hivep1,=,=,-,=,=,=,=
Hivep2,=,=,-,=,+,+,-
Hivep3,=,=,=,=,+,+,=
Hjurp,=,=,+,+,-,=,=
Hk1,=,=,=,=,=,=,=
Hk1os,=,=,=,=,=,+,+
Hk2,=,+,+,+,+,=,=
Hlcs,=,=,+,+,+,=,=
Hltf,=,=,=,=,=,=,=
Hlx,=,=,=,=,+,+,=
Hmbox1,=,=,-,-,=,=,=
Hmbs,=,+,=,=,+,+,=
Hmces,=,=,=,=,=,=,=
Hmg20a,=,=,=,=,-,=,=
Hmg20b,=,=,=,=,=,=,=
Hmga1,=,=,=,=,+,=,=
Hmga1-rs1,+,=,=,=,+,=,=
Hmga2,=,=,=,-,-,=,=
Hmgb1,=,=,=,=,-,-,=
Hmgb1-ps2,=,=,=,=,=,=,=
Hmgb1-ps3,=,=,=,=,-,=,=
Hmgb2,=,=,+,+,-,=,=
Hmgb3,+,=,+,+,+,=,=
Hmgcl,=,=,=,=,+,+,=
Hmgcr,=,=,=,=,=,+,=
Hmgcs1,=,+,=,=,+,+,+
Hmgn1,=,=,=,=,-,=,=
Hmgn2,=,=,=,=,-,-,=
Hmgn2-ps1,=,=,=,=,=,=,=
Hmgn3,=,=,-,=,=,+,=
Hmgn5,+,+,=,=,+,+,=
Hmgxb3,=,=,=,=,=,=,=
Hmgxb4,=,=,=,=,=,=,=
Hmmr,=,=,=,=,-,=,=
Hmox1,=,=,-,-,=,=,+
Hmox2,=,=,=,=,=,=,=
Hn1l,=,=,=,=,-,=,=
Hnmt,=,=,-,-,+,+,+
Hnrnpa0,=,=,=,=,-,=,=
Hnrnpa1,=,=,=,=,-,-,=
Hnrnpa2b1,=,=,=,=,=,=,=
Hnrnpa3,=,=,=,=,-,-,=
Hnrnpab,=,=,+,+,=,=,=
Hnrnpc,=,=,=,=,-,-,=
Hnrnpd,=,=,=,=,-,=,=
Hnrnpdl,=,=,=,=,-,-,=
Hnrnpf,=,=,=,=,-,=,=
Hnrnph1,=,=,=,=,=,=,=
Hnrnph2,=,=,=,=,=,=,=
Hnrnph3,=,=,-,=,-,-,=
Hnrnpk,=,=,=,=,=,=,=
Hnrnpl,=,=,=,=,=,=,=
Hnrnpll,=,=,=,=,=,=,=
Hnrnpm,=,=,=,=,=,=,=
Hnrnpr,=,=,=,=,=,=,=
Hnrnpu,=,=,=,=,=,-,=
Hnrnpul1,=,=,=,=,-,=,=
Hnrnpul2,=,=,=,=,=,=,=
Hoga1,=,=,-,-,=,+,+
Homer1,=,=,+,=,+,=,=
Homer3,=,=,=,=,-,-,=
Homez,=,=,=,=,+,+,=
Hook2,=,=,-,-,-,=,=
Hook3,=,=,=,=,=,=,=
Hormad2,=,=,=,=,+,+,=
Hotairm1,=,=,-,=,=,+,=
Hoxa1,=,=,-,-,=,+,+
Hoxa10,=,=,=,=,=,=,=
Hoxa2,=,-,-,=,-,-,=
Hoxa3,-,-,-,=,-,=,=
Hoxa4,=,-,-,=,=,=,=
Hoxa5,-,-,=,+,-,=,=
Hoxa6,=,-,=,=,-,=,=
Hoxa7,=,=,-,-,=,+,=
Hoxa9,=,=,=,=,-,=,=
Hoxaas2,=,-,=,=,-,=,=
Hoxaas3,=,-,=,=,-,=,=
Hoxb3,=,=,=,-,=,=,=
Hoxb3os,=,=,=,-,+,+,=
Hoxb4,=,=,=,=,+,=,=
Hp,=,=,-,-,+,+,+
Hp1bp3,=,=,=,=,-,=,=
Hpcal1,=,=,=,=,=,=,+
Hpdl,=,+,=,=,+,+,+
Hpf1,=,=,+,+,=,=,=
Hpgds,=,=,=,=,+,+,=
Hpn,=,=,=,=,=,+,=
Hprt,=,=,=,+,=,=,=
Hps1,=,=,=,=,=,=,=
Hps3,=,=,=,=,=,=,=
Hps4,=,=,=,=,=,=,=
Hps5,=,=,=,=,=,=,=
Hps6,=,=,=,=,=,=,=
Hpx,+,=,=,-,+,+,=
Hr,+,=,=,=,+,+,=
Hras,=,+,=,=,+,+,+
Hrct1,+,+,=,+,+,+,=
Hs1bp3,=,=,=,=,=,=,=
Hs2st1,=,=,=,=,-,-,=
Hs6st1,+,+,+,+,+,=,=
Hs6st2,=,=,-,-,-,=,+
Hsbp1,=,=,=,=,=,=,=
Hscb,=,=,-,-,=,=,=
Hsd11b1,+,+,-,-,+,+,+
Hsd17b10,=,=,=,=,+,+,=
Hsd17b11,=,=,-,-,=,=,=
Hsd17b12,=,=,+,+,+,+,=
Hsd17b14,=,+,=,=,+,+,+
Hsd17b4,=,=,=,=,+,+,=
Hsd17b7,=,=,+,+,+,=,=
Hsd3b7,=,=,-,-,+,+,=
Hsdl1,=,=,=,=,+,=,=
Hsdl2,=,=,=,=,+,+,=
Hsf1,=,=,=,=,-,-,=
Hsf2,=,=,=,=,=,=,=
Hsf2bp,=,=,+,+,=,=,=
Hsf4,=,-,=,=,-,=,+
Hsp90aa1,=,=,+,=,=,=,=
Hsp90ab1,=,=,=,=,=,=,=
Hsp90b1,=,=,=,=,=,=,=
Hspa13,=,=,=,=,=,=,-
Hspa14,=,=,+,+,=,=,=
Hspa1b,=,=,-,-,=,+,+
Hspa2,=,=,=,=,=,+,+
Hspa4,=,=,+,=,+,=,=
Hspa4l,=,+,=,=,+,+,=
Hspa5,=,=,+,+,=,=,=
Hspa8,=,=,=,=,=,=,=
Hspa9,=,+,+,=,+,+,=
Hspb1,=,=,-,-,=,+,+
Hspb11,=,=,=,=,=,=,=
Hspb2,=,=,=,=,-,+,+
Hspb6,=,=,=,=,=,=,=
Hspb8,+,+,=,=,+,+,=
Hspbap1,=,=,=,=,=,=,=
Hspbp1,=,=,=,=,=,=,=
Hspd1,=,+,+,+,+,=,=
Hspd1-ps4,+,+,-,=,+,+,+
Hspe1,=,=,+,=,=,=,=
Hspg2,=,=,=,=,-,=,=
Hsph1,=,=,+,=,=,=,=
Htatip2,=,=,=,=,+,+,=
Htatsf1,=,=,=,=,=,=,=
Htra1,=,=,-,=,-,+,+
Htra2,=,=,=,=,=,-,=
Htra3,=,+,-,-,+,+,+
Htra4,=,=,+,+,+,=,=
Htt,=,=,+,+,=,=,=
Hus1,=,=,=,=,-,=,=
Huwe1,=,=,=,=,=,=,=
Hvcn1,=,=,-,-,-,+,+
Hyal1,=,=,-,-,-,=,=
Hyal2,=,=,=,=,=,=,=
Hyi,=,=,=,=,-,=,=
Hykk,=,=,-,=,=,=,+
Hyls1,=,=,=,=,=,=,=
Hyou1,=,=,+,+,=,=,=
Hypk,=,=,=,=,=,=,=
Iah1,=,=,-,-,+,+,=
Iars,=,=,+,+,=,=,=
Iars2,=,=,=,=,+,+,=
Iba57,=,+,=,-,+,+,=
Ibtk,=,=,+,=,+,=,=
Icam1,=,-,-,-,-,=,=
Icam5,=,-,=,-,-,=,=
Ice1,=,=,=,=,-,-,=
Ice2,=,=,=,=,-,=,=
Ick,=,=,=,=,=,+,+
Icmt,=,=,+,+,=,=,=
Id1,=,=,+,=,=,=,=
Id2,=,-,=,=,-,=,=
Id3,=,=,=,=,-,=,=
Id4,=,=,=,+,-,=,-
Ide,=,+,+,=,+,+,=
Idh1,=,=,=,=,+,=,=
Idh2,=,=,=,=,-,=,=
Idh3a,+,+,+,+,+,+,=
Idh3b,=,=,=,=,+,+,=
Idh3g,=,=,=,=,+,+,=
Idi1,=,+,=,=,+,+,=
Idnk,=,=,-,=,+,+,=
Ids,=,=,-,=,-,=,+
Idua,=,=,-,-,=,=,=
Ier2,=,+,=,=,+,=,=
Ier3,=,+,+,+,+,=,=
Ier3ip1,=,=,=,=,=,=,=
Ier5,+,=,=,=,+,=,-
Ier5l,=,=,=,+,-,=,-
Iffo1,=,-,=,=,-,-,=
Iffo2,=,+,=,-,+,=,=
Ifi203,+,+,-,-,=,=,=
Ifi203-ps,+,=,-,=,=,=,=
Ifi204,+,+,-,-,+,-,-
Ifi205,+,=,-,=,+,=,=
Ifi206,+,=,-,-,=,=,=
Ifi207,+,+,-,-,+,=,=
Ifi208,+,=,-,=,-,=,=
Ifi211,+,=,-,-,=,=,-
Ifi213,+,=,-,-,=,=,=
Ifi27,=,=,=,=,+,=,=
Ifi27l2a,=,=,-,-,+,=,=
Ifi30,=,-,-,=,-,=,=
Ifi35,=,=,-,-,=,=,=
Ifi44,=,=,-,-,-,=,=
Ifi47,+,=,-,-,=,=,=
Ifih1,+,+,-,-,+,=,=
Ifit1,+,=,-,-,=,=,=
Ifit1bl2,+,+,-,-,+,=,=
Ifit2,=,=,-,-,-,=,=
Ifit3,+,=,-,-,=,=,=
Ifit3b,+,=,-,-,=,=,=
Ifitm2,=,=,-,-,-,=,=
Ifitm3,=,=,-,-,-,=,=
Ifnar1,+,=,=,+,=,=,=
Ifnar2,=,=,-,=,=,=,=
Ifngr1,=,=,=,=,+,+,=
Ifngr2,=,=,=,=,+,+,=
Ifrd1,+,+,=,=,+,=,=
Ifrd2,=,+,+,=,=,=,=
Ift122,=,-,=,=,=,=,=
