GeneName,d0_siRNA,dm_siRNA,dm_NC,dm_PPARG,ins_siRNA,ins_NC,ins_PPARG
Ift140,=,=,=,=,=,=,=
Ift172,=,=,=,=,-,=,=
Ift20,=,=,=,=,+,=,=
Ift22,=,=,=,=,=,=,=
Ift27,=,-,-,-,-,=,=
Ift43,=,=,=,=,=,=,=
Ift46,=,=,=,=,=,=,=
Ift52,=,=,=,=,=,=,=
Ift57,=,=,=,=,=,=,=
Ift74,=,=,=,=,-,=,=
Ift80,=,-,=,=,-,-,=
Ift81,=,=,=,=,=,+,=
Ift88,=,=,=,=,-,-,=
Igbp1,=,=,=,-,=,=,=
Igdcc4,-,=,-,-,-,=,=
Igf1,=,=,=,=,-,=,=
Igf1r,=,=,=,=,=,=,=
Igf2,-,-,-,-,-,+,+
Igf2bp1,=,=,=,=,=,=,=
Igf2bp2,=,=,=,=,=,=,=
Igf2bp3,=,=,-,-,-,=,=
Igf2r,=,=,=,=,-,=,=
Igfals,=,=,-,=,+,+,=
Igfbp4,=,=,+,+,=,-,=
Igfbp7,=,+,=,=,+,+,=
Ighmbp2,=,=,=,=,=,=,=
Igip,=,=,=,=,-,=,=
Igsf3,=,-,=,+,-,=,=
Igsf8,=,=,=,=,=,=,=
Igtp,+,=,-,-,=,=,=
Iigp1,+,+,-,-,+,=,=
Ik,=,=,=,=,=,=,=
Ikbip,=,-,=,=,-,=,=
Ikbkap,=,=,=,=,=,-,=
Ikbkb,=,=,=,=,+,=,=
Ikbke,=,-,-,-,-,=,=
Ikbkg,=,=,=,=,=,+,=
Ikzf2,=,=,-,=,+,=,=
Ikzf5,=,=,=,=,=,=,=
Il10rb,=,=,-,=,+,+,=
Il11ra1,=,=,=,=,=,+,+
Il13ra1,=,-,+,+,-,=,=
Il15,=,=,-,=,=,+,=
Il15ra,=,+,=,=,+,=,=
Il17d,=,=,-,-,-,+,+
Il17rc,=,=,=,=,+,+,=
Il17rd,-,-,-,-,-,=,+
Il17re,=,=,=,=,+,+,=
Il18,=,-,-,=,-,=,=
Il18bp,=,=,-,-,=,=,=
Il1f10,=,=,=,=,-,+,+
Il1r1,=,=,=,=,-,=,=
Il1rap,=,-,=,+,-,=,=
Il1rl1,=,=,=,=,-,=,=
Il1rl2,=,=,-,-,-,=,=
Il1rn,=,=,=,=,-,=,=
Il20ra,=,-,-,=,-,=,=
Il20rb,+,+,=,=,+,=,=
Il2rb,=,-,=,+,-,=,=
Il33,=,=,=,=,=,=,=
Il34,=,=,=,=,+,+,+
Il3ra,=,-,-,-,-,=,=
Il4,=,-,-,-,=,=,=
Il4i1,=,=,-,-,-,=,=
Il4ra,=,=,-,-,-,=,=
Il6,=,=,+,+,-,=,=
Il6ra,=,=,=,-,+,+,=
Il6st,=,-,=,+,-,=,=
Il7,=,=,-,-,=,=,=
Ilf2,=,=,+,+,-,-,=
Ilf3,=,=,=,=,-,-,=
Ilk,=,=,=,=,=,=,=
Ilkap,=,=,=,=,=,=,=
Ilvbl,=,=,=,=,=,=,=
Immp1l,=,=,=,=,+,=,=
Immp2l,=,=,=,=,+,+,=
Immt,=,+,=,=,+,+,=
Imp3,=,=,=,=,=,=,=
Imp4,=,=,=,=,+,=,=
Impa1,=,=,+,+,=,=,=
Impa2,+,+,=,=,-,=,+
Impact,=,=,=,=,=,=,=
Impad1,+,=,=,=,=,=,=
Impdh1,=,=,=,=,+,+,=
Impdh2,=,=,+,=,-,-,=
Inafm1,=,=,=,=,=,=,=
Inafm2,=,=,=,=,+,=,=
Inca1,=,=,=,=,+,+,=
Incenp,+,=,+,+,-,=,=
Inf2,=,=,=,=,=,=,=
Ing1,=,=,=,=,=,=,=
Ing2,=,=,=,=,=,=,=
Ing3,=,=,=,=,=,=,=
Ing4,=,=,-,=,+,+,=
Ing5,=,=,=,=,=,=,=
Inha,=,-,=,=,-,=,=
Inhba,=,=,=,=,-,=,=
Inip,=,=,+,=,=,-,=
Ino80,=,=,=,=,=,=,=
Ino80b,=,=,=,-,=,=,=
Ino80c,=,=,-,-,=,+,=
Ino80d,=,=,=,=,=,=,=
Ino80dos,=,=,=,=,=,=,=
Ino80e,=,=,=,=,=,=,=
Inpp1,=,=,=,+,=,=,=
Inpp4a,=,=,=,=,=,=,=
Inpp5a,=,=,=,=,+,+,=
Inpp5b,=,=,=,=,=,=,=
Inpp5e,=,-,=,=,-,=,=
Inpp5f,=,=,=,=,=,=,=
Inpp5k,=,=,-,=,=,+,=
Inppl1,=,=,=,=,=,=,=
Insig1,=,=,=,-,+,+,=
Insig2,=,=,=,=,+,+,-
Insl3,=,=,=,=,=,=,=
Insl6,=,=,=,=,+,+,=
Insr,=,=,=,=,+,+,=
Ints1,=,=,+,+,=,-,=
Ints10,=,=,+,+,+,+,=
Ints11,=,=,=,+,=,=,=
Ints12,=,=,=,=,=,=,=
Ints13,=,=,=,=,=,=,=
Ints14,=,=,=,=,=,=,=
Ints2,=,=,+,+,=,-,=
Ints3,=,=,=,=,=,=,=
Ints4,=,=,=,=,=,=,=
Ints5,=,=,=,=,=,=,=
Ints6,=,=,=,=,=,=,=
Ints6l,-,-,-,=,-,=,=
Ints7,=,=,=,=,=,=,-
Ints8,=,=,=,=,=,=,=
Ints9,=,=,=,=,=,=,=
Intu,=,=,=,=,=,=,=
Invs,=,=,=,=,-,=,=
Ip6k1,=,=,-,=,-,=,=
Ip6k2,=,=,=,=,=,=,=
Ipmk,=,-,+,+,=,=,=
Ipo11,=,=,=,=,=,=,=
Ipo13,=,=,=,=,=,=,=
Ipo4,=,=,=,=,=,=,=
Ipo5,=,=,+,=,=,-,=
Ipo7,=,=,=,=,=,=,=
Ipo8,=,=,=,=,=,=,=
Ipo9,=,=,=,+,=,=,=
Ipp,=,=,+,+,+,=,=
Ippk,=,=,=,=,=,=,=
Iqcb1,=,=,=,=,=,=,=
Iqcc,=,-,=,=,=,=,=
Iqce,=,=,=,=,-,=,=
Iqcg,=,=,=,-,-,+,+
Iqck,=,=,+,+,+,=,=
Iqgap1,=,=,=,=,=,=,=
Iqgap3,=,=,+,=,-,=,=
Iqsec1,=,=,=,=,+,=,=
Iqsec2,=,=,=,=,=,+,+
Irak1,=,=,=,=,=,=,=
Irak1bp1,=,=,-,=,=,=,+
Irak2,=,=,-,-,=,=,=
Irak4,=,=,=,=,=,=,=
Ireb2,=,=,=,=,=,=,=
Irf1,=,=,-,=,=,=,=
Irf2,=,=,-,-,=,=,=
Irf2bp1,=,=,=,=,-,=,=
Irf2bp2,=,=,=,=,+,=,=
Irf2bpl,=,=,-,=,-,=,=
Irf3,=,=,=,=,=,=,=
Irf4,=,+,=,=,+,+,=
Irf5,-,=,-,-,-,=,=
Irf7,+,=,-,-,+,=,=
Irf9,=,=,-,-,-,=,=
Irgm1,+,=,-,-,=,=,=
Irgm2,=,=,-,-,+,=,=
Irgq,=,=,+,+,+,=,=
Irs1,=,=,-,-,-,=,=
Irs2,+,=,+,+,+,=,=
Irx2,=,=,=,-,=,=,=
Irx3,=,=,=,=,-,=,=
Irx3os,=,=,=,=,-,=,=
Irx5,=,=,=,=,-,=,=
Isca1,=,=,=,=,+,+,=
Isca2,=,=,=,=,+,+,=
Iscu,=,=,=,+,+,=,=
Isg15,+,=,-,-,=,=,=
Isg20,=,=,-,-,+,+,=
Isg20l2,=,=,=,=,-,-,=
Isl1,=,=,+,+,-,-,=
Isl2,=,-,=,+,-,=,=
Islr,-,-,-,-,-,=,+
Ism1,=,=,=,=,-,=,+
Ism2,=,=,=,=,-,=,=
Isoc1,=,=,=,=,+,+,=
Isoc2a,=,=,=,=,+,+,=
Isoc2b,=,-,=,=,=,+,=
Ist1,=,=,=,=,=,=,=
Isy1,=,=,=,=,=,=,=
Isyna1,=,=,=,=,=,=,=
Itch,=,=,=,=,=,=,=
Itfg1,=,=,=,=,=,=,=
Itfg2,=,=,=,-,=,=,=
Itga1,-,=,-,-,-,=,+
Itga11,=,-,=,+,-,=,=
Itga2b,=,-,-,-,=,=,=
Itga3,=,+,=,-,=,=,=
Itga5,=,=,+,+,-,=,=
Itga6,+,+,=,=,+,+,+
Itga7,+,+,=,=,+,+,+
Itga8,=,-,=,=,-,+,+
Itgad,=,+,=,=,+,+,+
Itgae,=,+,=,=,+,+,=
Itgav,=,-,-,=,-,=,=
Itgb1,=,=,=,=,-,=,=
Itgb1bp1,=,=,=,=,+,+,=
Itgb2,=,=,=,=,-,=,+
Itgb3,=,=,+,+,-,=,=
Itgb3bp,=,=,=,=,=,-,=
Itgb4,=,=,-,=,-,=,+
Itgb5,=,=,-,-,=,+,=
Itih2,-,=,-,-,=,=,=
Itih4,+,=,=,=,+,+,=
Itm2a,=,-,=,=,-,=,=
Itm2b,=,=,-,-,+,+,=
Itm2c,=,-,=,=,-,=,=
Itpa,=,=,=,+,=,=,=
Itpk1,+,+,+,+,+,+,=
Itpka,=,+,=,=,+,+,=
Itpkb,=,-,=,=,-,=,=
Itpkc,=,=,=,=,=,=,=
Itpr1,+,=,=,=,=,=,=
Itpr2,=,=,+,+,=,=,=
Itpr3,=,=,=,=,-,-,=
Itpripl1,=,=,=,=,+,+,+
Itpripl2,=,=,=,=,-,-,=
Itsn1,=,+,+,=,=,=,=
Itsn2,=,=,=,=,=,=,=
Ivd,=,=,=,=,+,+,=
Ivns1abp,=,=,+,=,-,-,=
Iws1,=,=,=,=,=,=,=
Izumo4,-,-,-,-,=,+,=
Jade1,+,+,-,-,+,=,=
Jade2,=,=,+,+,+,=,-
Jade3,+,+,+,=,+,=,=
Jag1,=,+,-,-,-,=,+
Jagn1,+,+,+,=,+,+,=
Jak1,=,=,=,=,=,=,=
Jak2,=,=,=,=,=,=,=
Jak3,=,=,-,-,+,+,=
Jam2,=,-,=,+,-,=,-
Jam3,=,-,=,=,-,=,=
Jarid2,=,=,=,=,=,=,=
Jazf1,=,=,-,-,+,+,+
Jcad,=,=,=,=,-,=,+
Jdp2,=,=,-,-,-,=,+
Jkamp,=,=,=,=,+,+,=
Jmjd1c,=,=,=,=,=,=,=
Jmjd4,=,=,=,=,=,=,=
Jmjd6,=,=,=,=,=,=,=
Jmjd7,=,=,=,=,=,=,=
Jmjd8,=,=,=,=,=,+,=
Jmy,=,=,=,=,=,=,=
Josd1,=,=,=,=,=,=,=
Josd2,=,=,=,=,=,=,=
Jpt1,=,=,=,=,=,=,=
Jpx,=,=,=,=,=,=,=
Jrk,=,=,=,=,-,=,=
Jrkl,=,=,=,=,-,=,=
Jtb,=,=,=,=,+,+,=
Jun,+,-,=,+,=,=,=
Junb,=,=,=,+,=,=,-
Jund,=,=,=,+,+,=,=
Junos,=,=,=,=,=,=,=
Jup,=,=,-,=,+,+,=
K230010J24Rik,=,=,=,-,-,=,=
K230015D01Rik,=,-,=,+,=,=,=
Kalrn,=,=,=,=,-,=,=
Kank1,=,=,=,-,+,+,+
Kank2,=,-,-,-,-,=,=
Kank3,=,=,-,-,-,-,=
Kansl1,=,=,-,=,-,=,=
Kansl1l,=,-,-,=,-,=,=
Kansl2,=,=,=,=,=,=,=
Kansl3,=,=,-,-,=,=,=
Kantr,=,=,=,=,-,=,=
Kars,=,=,=,=,=,=,=
Kat14,=,=,=,=,=,=,=
Kat2a,=,=,=,=,=,-,=
Kat2b,+,=,=,=,+,=,=
Kat5,=,=,-,=,=,=,=
Kat6a,=,=,=,=,-,=,=
Kat6b,=,=,-,-,-,=,=
Kat7,=,=,=,=,=,=,=
Kat8,=,=,=,=,=,=,=
Katna1,=,=,=,=,+,=,=
Katnal1,=,=,=,=,=,=,=
Katnal2,=,=,=,=,+,+,=
Katnb1,=,=,=,=,=,=,=
Katnbl1,=,=,=,=,=,=,=
Kazald1,=,=,=,=,=,=,=
Kbtbd2,=,=,=,=,=,=,=
Kbtbd3,=,=,=,-,+,=,=
Kbtbd4,=,=,=,=,=,=,=
Kbtbd7,=,=,-,=,=,=,=
Kbtbd8,=,+,=,+,+,=,=
Kcmf1,=,=,=,=,+,=,=
Kcna4,-,-,-,-,-,=,=
Kcnab1,=,=,-,=,-,=,+
Kcnab2,=,=,+,+,-,=,=
Kcnab3,=,-,=,=,-,=,=
Kcnd1,=,-,=,=,-,-,=
Kcnh2,=,=,=,=,-,=,+
Kcnh4,+,+,-,=,+,+,=
Kcnip3,=,-,=,-,-,=,+
Kcnma1,=,=,-,=,+,+,=
Kcnn1,=,=,=,=,-,=,=
Kcnn4,=,=,-,-,-,=,=
Kctd1,=,-,-,=,-,=,=
Kctd10,=,=,=,=,-,=,=
Kctd11,-,-,-,=,-,=,=
Kctd12b,+,+,-,-,+,+,=
Kctd13,=,=,=,=,+,=,=
Kctd14,=,=,=,=,-,=,+
Kctd15,=,=,=,=,-,=,=
Kctd17,=,=,=,+,=,=,=
Kctd18,=,=,=,=,=,=,=
Kctd2,=,=,=,=,=,=,=
Kctd20,=,=,=,=,=,=,=
Kctd21,=,=,=,=,+,+,=
Kctd3,=,=,=,=,+,+,=
Kctd5,=,=,=,=,-,=,=
Kctd6,+,+,=,=,+,=,=
Kctd7,=,=,=,=,=,+,=
Kctd9,=,=,=,=,=,+,=
Kdelc1,=,=,=,=,-,=,=
Kdelc2,=,=,=,=,-,=,=
Kdelr1,=,=,=,=,=,=,+
Kdelr2,=,=,=,+,-,=,=
Kdelr3,=,-,+,+,-,=,=
Kdm1a,=,=,=,=,-,=,=
Kdm1b,=,=,=,=,=,=,=
Kdm2a,=,=,=,=,=,=,=
Kdm2b,=,=,=,=,-,=,=
Kdm3a,=,=,-,-,=,=,=
Kdm3b,=,=,=,=,=,=,=
Kdm4a,=,=,=,=,=,=,=
Kdm4b,=,=,=,=,=,=,=
Kdm4c,=,=,=,=,=,=,=
Kdm5a,=,=,=,=,=,=,=
Kdm5b,=,=,=,=,-,=,=
Kdm5c,=,=,=,=,=,=,=
Kdm5d,=,=,=,=,-,=,=
Kdm6a,=,=,=,=,=,=,=
Kdm6b,=,=,=,=,=,=,=
Kdm6bos,=,=,=,=,=,=,=
Kdm7a,=,=,+,+,+,=,=
Kdm8,=,=,=,=,=,+,=
Kdsr,=,=,=,=,=,=,=
Keap1,=,=,=,=,=,=,=
Khdrbs1,=,=,=,=,-,=,=
Khdrbs2,=,=,=,=,-,=,=
Khk,=,-,=,-,=,+,+
Khnyn,=,=,=,=,-,=,=
Khsrp,=,=,=,=,-,-,=
Kidins220,=,=,=,=,=,=,=
Kif11,=,=,+,+,-,=,=
Kif13a,=,=,=,=,=,=,=
Kif13b,=,-,=,+,-,-,=
Kif14,=,=,+,=,-,=,=
Kif15,=,=,+,+,-,=,=
Kif16b,=,=,-,-,=,+,+
Kif18a,=,=,=,=,-,=,=
Kif18b,=,=,+,=,-,=,=
Kif1a,=,-,=,=,-,-,=
Kif1b,=,=,=,=,=,=,=
Kif1bp,=,=,=,=,=,=,=
Kif1c,=,=,=,=,+,+,=
Kif20a,=,=,+,=,-,=,=
Kif20b,=,=,+,+,-,=,=
Kif21a,=,=,=,=,+,=,=
Kif22,=,=,+,+,-,=,=
Kif23,=,=,=,=,-,=,=
Kif24,=,=,=,+,=,=,=
Kif26b,-,=,=,=,-,=,=
Kif2a,=,=,=,=,=,=,=
Kif2c,=,=,+,=,-,=,=
Kif3a,=,=,=,=,=,=,=
Kif3b,=,=,=,=,=,=,=
Kif3c,=,=,=,=,-,=,=
Kif4,=,=,+,=,-,=,=
Kif5a,=,=,=,=,+,+,=
Kif5b,=,=,=,=,=,=,=
Kif6,=,=,-,-,-,=,=
Kif7,=,=,=,=,-,=,=
Kif9,=,-,=,=,-,+,=
Kifap3,+,=,=,=,=,=,=
Kifc1,=,=,+,=,-,=,=
Kifc2,=,=,-,-,=,=,=
Kifc3,=,+,=,=,=,=,=
Kifc5b,=,=,+,+,-,=,=
Kin,=,=,=,=,=,=,=
Kirrel,=,=,=,=,-,=,=
Kirrel3,=,=,-,-,-,=,+
Kiss1r,=,=,=,=,=,+,=
Kitl,=,=,=,=,-,=,=
Kiz,=,=,-,-,=,=,=
Klb,=,=,=,=,+,=,=
Klc1,=,=,+,+,=,=,=
Klc2,=,=,=,=,=,=,=
Klc3,=,-,=,=,-,=,=
Klc4,=,=,-,-,+,+,=
Klf10,+,+,=,+,=,=,=
Klf11,=,+,-,-,=,=,=
Klf13,=,=,+,=,=,+,=
Klf15,+,+,-,-,+,+,+
Klf16,=,+,=,-,=,=,+
Klf2,=,=,-,-,-,+,+
Klf3,=,=,-,-,=,=,=
Klf4,=,=,-,-,=,=,=
Klf5,+,=,+,+,+,=,=
Klf6,=,=,-,-,=,+,+
Klf7,=,=,-,-,-,=,+
Klf9,=,+,+,=,+,+,=
Klhdc1,=,=,=,=,=,=,=
Klhdc10,=,=,+,+,=,+,+
Klhdc2,=,=,=,=,=,=,=
Klhdc3,=,=,=,=,=,=,=
Klhdc4,=,=,+,=,=,=,=
Klhdc8b,=,=,=,-,=,=,=
Klhl10,=,=,=,=,=,=,=
Klhl11,=,=,=,=,-,-,=
Klhl12,=,=,=,=,=,=,=
Klhl13,=,=,=,=,=,=,=
Klhl15,=,=,-,=,=,=,=
Klhl18,=,=,=,=,=,+,=
Klhl2,=,+,+,=,+,+,=
Klhl20,=,=,=,=,=,=,=
Klhl21,=,=,=,=,=,=,=
Klhl22,=,=,=,=,=,=,=
Klhl23,=,=,=,=,-,=,=
Klhl24,=,=,-,-,=,+,=
Klhl25,+,+,+,+,+,=,=
Klhl26,=,=,=,=,-,=,=
Klhl28,=,=,=,=,=,=,=
Klhl36,=,=,-,=,-,=,=
Klhl42,=,=,=,=,=,=,=
Klhl5,=,=,=,=,+,+,=
Klhl7,=,=,=,=,=,=,=
Klhl8,=,=,=,=,+,=,=
Klhl9,=,=,=,=,=,=,=
Klk10,+,+,-,-,+,+,+
Klra2,+,+,-,-,+,+,=
Kmt2a,=,=,=,=,-,-,=
Kmt2b,=,=,=,=,-,=,=
Kmt2c,=,=,=,=,=,=,=
Kmt2d,=,=,=,=,-,=,=
Kmt2e,=,=,-,=,=,=,=
Kmt5a,=,+,=,=,+,+,=
Kmt5b,=,=,-,-,=,=,=
Kmt5c,=,=,=,=,=,=,=
Knl1,=,=,+,+,-,=,=
Knop1,=,=,+,+,=,-,-
Knstrn,=,=,=,=,-,=,=
Kntc1,=,=,+,+,-,=,=
Kpna1,=,=,+,=,+,=,=
Kpna2,+,=,+,+,=,=,=
Kpna2-ps,=,=,+,=,=,=,=
Kpna3,=,=,=,=,+,=,=
Kpna4,=,=,=,=,=,=,=
Kpna6,=,=,=,=,+,=,=
Kpnb1,=,=,+,=,=,=,=
Kptn,=,=,-,-,=,+,=
Kras,=,=,=,=,=,=,=
Krba1,=,=,-,-,-,=,=
Krcc1,=,=,=,=,+,=,=
Kremen1,=,=,=,=,=,=,=
Kri1,=,=,=,=,=,=,=
Krit1,=,=,=,=,=,=,=
Krr1,=,=,=,=,=,=,=
Krt10,=,=,=,=,=,=,=
Krt13,=,+,+,+,+,=,=
Krt15,=,+,+,+,+,=,=
Krt19,=,+,+,+,+,+,=
Krt36,+,+,+,+,+,=,=
Krt79,+,+,=,=,+,+,+
Krt80,=,=,-,=,+,+,+
Krtcap2,=,=,=,=,-,=,=
Krtcap3,=,=,=,=,-,-,=
Ksr1,-,-,+,+,-,=,-
Kti12,=,=,=,=,=,=,=
Ktn1,=,=,=,=,=,=,-
Kxd1,=,=,-,-,=,+,=
Kyat1,=,+,+,=,+,=,=
Kyat3,=,=,=,=,+,+,=
L2hgdh,=,=,+,=,+,=,=
L3hypdh,=,=,=,-,=,+,=
L3mbtl2,=,+,+,=,+,=,=
L3mbtl3,=,-,=,=,-,=,=
Lacc1,+,+,=,=,=,=,=
Lactb,=,=,=,=,+,=,=
Lactb2,=,=,=,=,+,+,=
Lag3,=,=,=,=,+,+,=
Lage3,=,=,=,=,=,=,=
Lama4,=,=,=,=,+,+,+
Lama5,=,=,=,=,=,=,=
Lamb1,=,+,+,=,+,=,=
Lamb2,=,-,-,-,-,=,+
Lamb3,=,=,=,-,+,+,=
Lamc1,=,=,=,=,+,=,=
Lamc2,=,+,=,=,+,+,=
Lamp1,=,-,=,=,=,+,=
Lamp2,=,-,-,=,-,=,=
Lamtor1,=,=,=,=,+,+,=
Lamtor2,=,=,=,=,=,=,=
Lamtor3,=,=,=,=,+,=,=
Lamtor4,=,=,=,=,+,=,=
Lamtor5,=,=,=,=,=,=,=
Lancl1,=,=,=,=,=,=,=
Lancl2,=,=,=,=,=,=,=
Lap3,=,=,=,=,+,=,=
Laptm4a,=,=,=,=,=,=,=
Laptm4b,=,=,=,=,+,+,=
Large1,=,=,=,=,=,=,=
Larp1,=,=,=,=,=,=,=
Larp1b,=,+,=,+,+,+,=
Larp4,=,+,=,=,=,=,=
Larp4b,=,=,+,+,+,=,=
Larp7,=,=,=,=,=,=,=
Lars,=,=,+,+,=,-,=
Lars2,=,=,=,=,=,=,=
Las1l,=,=,+,=,=,=,=
Lasp1,=,=,=,=,=,+,+
Lat2,=,+,=,=,=,=,=
Lats1,=,=,=,=,=,=,=
Lats2,=,=,-,-,=,=,=
Layn,+,=,=,+,-,=,=
Lbh,=,=,-,-,=,=,=
Lbhd1,=,=,+,=,-,-,=
Lbp,=,=,=,=,-,+,+
Lbr,=,=,+,+,=,-,=
Lbx2,=,=,=,=,+,+,=
Lca5,=,=,=,=,-,-,=
Lcat,=,=,=,=,-,=,+
Lclat1,=,=,=,=,+,=,=
Lcmt1,=,=,=,=,=,=,=
Lcmt2,=,=,=,=,=,=,=
Lcn2,+,+,=,+,+,+,=
Lcor,=,=,=,=,+,=,=
Lcorl,=,=,=,=,=,=,=
Lctl,+,+,-,=,+,+,+
Ldah,=,=,=,=,+,+,=
Ldb1,=,=,-,-,-,=,=
Ldb3,=,=,-,=,+,+,=
Ldha,+,+,+,+,+,+,=
Ldhb,=,-,-,=,=,+,=
Ldhd,=,=,=,=,+,+,=
Ldlr,=,=,=,=,+,+,=
Ldlrad3,=,=,=,=,=,+,+
Ldlrad4,=,=,-,-,=,+,+
Ldlrap1,=,=,-,-,+,+,=
Lekr1,=,=,=,=,=,=,=
Lemd2,=,=,=,=,=,=,=
Lemd3,=,=,=,=,=,=,=
Leng1,=,=,=,=,=,=,=
Leng8,=,=,=,=,=,=,=
Leng9,=,=,=,=,=,=,=
Leo1,=,=,+,+,+,=,=
Leprot,=,=,-,=,-,=,=
Leprotl1,=,=,=,=,=,=,=
Letm1,=,=,+,+,+,+,=
Letm2,=,-,-,=,=,=,=
Letmd1,=,=,=,=,=,=,=
Lfng,+,=,-,=,+,+,+
Lgals1,=,=,=,=,=,=,+
Lgals12,+,=,-,=,+,+,+
Lgals2,=,=,=,=,=,+,+
Lgals3,+,+,=,=,+,+,+
Lgals3bp,=,+,-,-,+,=,=
Lgals4,=,+,-,-,+,+,=
Lgals8,=,=,-,=,=,=,=
Lgals9,=,=,-,=,=,=,=
Lgalsl,=,=,+,+,=,=,=
Lgi4,=,=,=,=,+,+,+
Lgmn,=,=,=,=,=,=,=
Lgr4,=,=,+,+,=,=,=
Lgr6,=,=,=,=,+,+,=
Lhfp,=,=,-,=,-,=,=
Lhfpl2,+,=,=,=,+,=,=
Lhfpl4,=,=,-,=,-,=,=
Lhpp,=,=,=,=,=,=,=
Lhx1,=,=,-,-,+,=,=
Lhx6,=,=,-,-,-,=,=
Lias,=,=,=,=,+,+,=
Lifr,=,=,=,=,=,=,=
Lig1,=,=,+,+,-,=,=
Lig3,=,=,=,=,=,=,=
Lig4,=,=,+,+,=,=,=
Lima1,=,=,-,-,=,=,=
Limch1,=,=,-,-,-,+,+
Limd1,=,=,=,=,=,=,=
Limd2,=,-,=,=,-,=,=
Lime1,=,=,=,=,-,=,=
Limk1,=,=,+,+,+,+,=
Limk2,=,=,=,=,+,+,=
Lims1,=,=,=,=,=,=,=
Lims2,=,+,=,-,+,+,+
Lin37,=,=,=,=,=,=,=
Lin52,=,=,=,=,+,+,=
Lin54,=,=,+,+,=,-,=
Lin7c,=,=,=,=,=,=,=
Lin9,=,=,+,+,+,=,=
Lingo1,=,=,=,=,=,=,=
Lins1,=,=,=,=,=,=,=
Lipa,=,=,-,-,+,+,=
Lipe,+,+,=,-,+,+,+
Liph,=,=,=,=,+,+,+
Lipt1,=,+,=,=,+,+,=
Lipt2,=,=,+,=,+,=,=
Litaf,=,=,=,=,+,=,=
Lix1l,=,-,-,-,-,=,=
Llgl1,=,=,=,=,-,-,=
Llgl2,=,=,=,-,+,+,=
Llph,=,=,=,=,=,=,=
Llph-ps2,=,=,=,=,=,=,=
Lman1,=,=,+,=,=,=,=
Lman2,=,=,=,=,=,=,=
Lman2l,=,=,=,=,=,=,=
Lmbr1,=,=,=,=,=,-,=
Lmbr1l,=,=,=,-,-,-,=
Lmbrd1,=,=,=,=,+,+,=
Lmbrd2,=,=,=,=,+,=,=
Lmcd1,=,=,-,-,-,=,+
Lmf1,=,=,=,=,+,+,=
Lmf2,=,=,=,=,-,=,=
Lmln,=,=,=,=,+,+,=
Lmna,=,=,=,+,=,=,=
Lmnb1,=,-,+,+,-,-,=
Lmnb2,=,=,+,+,-,-,=
Lmo4,=,=,=,=,=,=,=
Lmo7,-,-,=,-,-,=,+
Lmod1,=,=,-,-,-,=,+
Lmtk2,=,=,=,=,+,+,=
Lncbate1,=,+,=,=,+,+,+
Lnpep,=,=,=,=,+,=,=
Lnpk,=,=,+,=,=,=,=
Lnx2,=,=,=,+,+,+,=
Lockd,=,=,+,=,-,=,=
Lonp1,=,=,=,=,+,+,=
Lonp2,=,+,=,=,+,+,=
Lonrf1,=,=,-,-,-,=,+
Lox,=,-,-,-,-,=,+
Loxl1,=,=,=,=,-,=,=
Loxl2,+,=,=,+,+,+,=
Loxl3,=,=,-,=,-,=,=
Loxl4,=,-,-,-,-,=,+
Lpar1,=,=,-,-,-,=,=
Lpar4,=,=,-,-,-,=,=
Lpar6,=,=,=,=,+,=,-
Lpcat1,=,=,+,+,-,=,=
Lpcat2,=,=,-,=,-,=,=
Lpcat3,+,+,=,=,+,+,=
Lpcat4,=,=,=,=,-,=,=
Lpgat1,+,+,=,=,+,+,=
Lpin1,+,+,=,=,+,+,=
Lpin2,=,=,=,=,=,=,-
Lpin3,=,=,=,=,=,=,=
Lpl,+,+,=,=,+,+,=
Lpp,=,=,=,=,-,-,=
Lppos,+,=,=,=,+,=,=
Lrba,=,=,-,-,-,=,=
Lrch1,=,=,-,-,-,+,+
Lrch2,=,-,-,-,-,=,=
Lrch3,=,=,=,=,=,=,=
Lrch4,=,=,=,=,+,+,=
Lrfn1,=,=,=,=,-,=,=
Lrfn3,=,=,=,=,-,-,=
Lrfn4,=,-,-,=,-,=,=
Lrg1,+,=,=,=,+,+,=
Lrif1,=,=,=,-,+,=,=
Lrig1,+,+,=,=,+,+,=
Lrig2,=,=,=,=,=,=,-
Lrig3,=,=,=,=,-,-,=
Lrmda,=,=,-,=,+,+,=
Lrp1,=,-,+,+,-,=,=
Lrp10,=,=,=,=,+,+,=
Lrp11,=,=,=,=,-,=,=
Lrp12,=,=,=,+,-,=,-
Lrp2bp,=,-,=,=,-,+,=
Lrp3,+,+,=,=,+,+,=
Lrp4,-,-,-,=,-,=,=
Lrp5,=,=,+,+,=,=,=
Lrp6,=,-,=,=,=,=,=
Lrp8,=,=,+,=,=,=,=
Lrpap1,=,=,=,=,=,+,=
Lrpprc,=,=,=,=,+,=,=
Lrr1,=,=,+,+,-,=,=
Lrrc1,=,=,=,=,=,=,=
Lrrc14,=,=,=,=,=,=,=
Lrrc17,-,=,-,-,-,=,+
Lrrc20,=,=,=,+,=,=,=
Lrrc24,=,=,+,=,+,=,=
Lrrc27,+,+,-,-,+,+,=
Lrrc28,=,=,-,-,=,=,=
Lrrc32,+,=,-,-,=,=,=
